id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
29348,Portugal,"Produced from vines aged between 25 and 30 years old, this is a ripe yellow and citrus-flavored wine. It has a strongly mineral edge as well as crisp, tight fruitiness. With its structure and tension, it is likely to age further. Drink from late 2017.",Branco,87,10.0,Douro,,,Roger Voss,@vossroger,Lavradores de Feitoria 2015 Branco White (Douro),Portuguese White,Lavradores de Feitoria
123959,US,"Forest, mint and campfire scents are complemented by brambly black cherry in this explosively complex wine. Soft and subtle, it has juicy layers of cranberry, orange and maraschino, with a roundness and firmness to the strong tannin. The finish is all about coffee, cardamom and five spice.",Hirsch Vineyard,93,82.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Williams Selyem 2014 Hirsch Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem
26074,France,"In the past, there was much more red wine than white wine produced in Chassagne-Montrachet. This firm, tannic wine, with its austere fruit, shows a similarity to Pommard. This is a wine that needs to age for over several years in order for it to soften and become round, and for the red berry fruit to surface.",,87,60.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Olivier Leflaive 2010  Chassagne-Montrachet,Pinot Noir,Olivier Leflaive
37530,US,"Intensely fruity and subtle in oak, this wine is smooth and juicy, with a pronounced sense of cherry and strawberry. Substantive tannin provides weight and breadth, along with a grippy, leathery finish.",Campbell-McKinney Vineyards,88,44.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Kobler 2014 Campbell-McKinney Vineyards Grenache (Russian River Valley),Grenache,Kobler
9056,US,"Citrus and light herb aromas turn to slightly more buttery, spicy flavors in this medium-bodied well-balanced wine. It has a good sense of richness in the mouthfeel along with hints of vanilla, cream and almond flavors to complement the fruit notes.",,89,24.0,California,California,California Other,Jim Gordon,@gordone_cellars,Naggiar 2016 Chardonnay (California),Chardonnay,Naggiar
107484,US,"Overflowing with blackberry and black pepper flavors, this affordable, rich and layered wine is very dark in color, saturated with firm tannins and full in body. Serve with some hefty protein to make a good match.",Vintners Blend,87,10.0,California,California,California Other,Jim Gordon,@gordone_cellars,Ravenswood 2013 Vintners Blend Petite Sirah (California),Petite Sirah,Ravenswood
792,France,The 45% Cabernet Sauvignon in this wine gives it structure and aging potential. It is a ripe wine that is also stylish with attractive acidity and plenty of black-currant fruitiness. The wine is developing well and it should be ready to drink from 2018.,La Sérénité des Grands Chênes,90,30.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Bernard Magrez 2012 La Sérénité des Grands Chênes  (Médoc),Bordeaux-style Red Blend,Bernard Magrez
5428,US,"This sports a blue label, to differentiate it from the winery's estate bottling. It's dark and toasty, with robust black-cherry fruit, along with strong notes of charcoal, espresso and vanilla. There's nothing subtle here, but should work well with Korean ribs.",Blue Label,88,20.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Troon 2013 Blue Label Zinfandel (Applegate Valley),Zinfandel,Troon
109745,US,"Made from Cabernet Sauvignon and Syrah, this interesting blend seems ready to drink now. It's soft and smooth in the mouth, with opulently ripe flavors of blackberries, chocolate, bacon, sweet oak, pepper and a touch of funk.",Prevail West Face,89,55.0,California,Alexander Valley,Sonoma,,,Ferrari-Carano 2007 Prevail West Face Red (Alexander Valley),Red Blend,Ferrari-Carano
116824,Portugal,"The Serrano Mira family has been producing wine at this estate since 1667. The old-vines blend of four grapes (including Petit Verdot) is a rich testament to this legacy—a powerful wine that is impressively full, concentrated and dark. Despite its high alcohol, it is stylish, balancing swathes of ripe fruit with acidity and poised tannins. Drink this impressive wine from 2019.",Vinhas Velhas,94,60.0,Alentejano,,,Roger Voss,@vossroger,Herdade das Servas 2014 Vinhas Velhas Red (Alentejano),Portuguese Red,Herdade das Servas
38880,Spain,"A little heat on the nose is acceptable given that the remaining cherry and plum aromas are pure. A bit acidic on the palate but staunchly fresh, with good fruit flavor in the red plum category. Cleansing due to higher acidity, with hints of mocha and mineral.",,86,10.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Quo 2008 Grenache (Campo de Borja),Grenache,Quo
79322,Austria,"Very slight peppery accents peek though the citrus and yeast notes of this light-bodied, very slender wine. The streak of zesty acidity has a peppery edge. Light but refreshing, it's perfect for an enlivening apéritif.",Wieden & Berg,89,25.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Salomon-Undhof 2014 Wieden & Berg Grüner Veltliner (Kremstal),Grüner Veltliner,Salomon-Undhof
67915,New Zealand,"This wine is silky and medium bodied. An attractive array of rose-like notes mingle with hints of cola, cinnamon and damp earth on the nose. Cherry flavors on the palate fade slowly on the elegant finish.",,89,25.0,Marlborough,,,Joe Czerwinski,@JoeCz,Tinpot Hut 2014 Pinot Noir (Marlborough),Pinot Noir,Tinpot Hut
51379,US,"A terrific Cabernet marked by the superbly ripe, fine tannins and classic blackberry and black currant fruit Napa so routinely delivers. Fully dry, it feels rich and full-bodied and important in the mouth, a wine to drink with fine foods and linger over as it breathes in the glass. Good now, after a brief decant.",Oakville Terraces,94,70.0,California,Napa Valley,Napa,,,De Sante 2006 Oakville Terraces Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,De Sante
80158,Argentina,"This might be the only commercial Trousseau from Argentina, and it's rusty in color, with translucence. Savory challenging aromas of orange peel and burnt orange include notes of dried cherry and fallen leaves. A tightly knit palate is home to flavors of dried cherry and plum as well as tomato sauce. A hint of maple vies with dried red-fruit flavors on a light finish that shows some elegance.",Vino de Parcela Única,88,60.0,Other,Patagonia,,Michael Schachner,@wineschach,Aniello 2014 Vino de Parcela Única Trousseau (Patagonia),Trousseau,Aniello
3937,US,It's all about oak in this Chardonnnay. Not much going on beyond the obvious attempt at flattery with buttered toast and vanilla flavors. Maybe a little peach and pineapple candy thrown in for good measure.,,83,20.0,California,Napa Valley,Napa,,,Starmont 2009 Chardonnay (Napa Valley),Chardonnay,Starmont
92733,France,"Old vines lend a fine structure and density to this wine. It's not for longterm aging, with its ripe red plum fruit and generous texture, but is delicious now. Drink from early 2018.",Vieilles Vignes,88,30.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaine Jeannin-Naltet 2015 Vieilles Vignes  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet
125626,Italy,"Perfect for meat dishes or grilled lamb chops, this is a lush and soft red wine that offers a cheerful and informal personality. Ripe cherry, prune and light spice make for an easy-drinking proposition.",Piediprato,86,,Central Italy,Rosso Piceno,,,,Saladini Pilastri 2010 Piediprato  (Rosso Piceno),Red Blend,Saladini Pilastri
126601,Italy,"A little air unlocks aromas of underbrush, scorched earth, blue flower, toasted oak and mature berry. On the firm palate, notes of espresso and licorice add some depth to the core of dried black cherry while grippy, close-grained tannins provide support.",,88,25.0,Tuscany,Vino Nobile di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Le Bertille 2010  Vino Nobile di Montepulciano,Red Blend,Le Bertille
73411,Spain,"A mild bouquet of generic stone-fruit aromas is a touch empty but friendly. This is mild on the palate, with modest acidity and not much minerally kick. Briny, leesy nectarine flavors finish round in feel. Drink immediately.",Andión,86,18.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Bodegas Núñez 2013 Andión Albariño (Rías Baixas),Albariño,Bodegas Núñez
65469,US,"This full-bodied wine spent 18 months in French oak barrels and has a lightly smoky aroma, vivid red cherry and raspberry flavors, a sleek texture and good concentration.",,88,40.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,3 Steves Winery 2013 Merlot (Livermore Valley),Merlot,3 Steves Winery
68398,Chile,"At first the nose is bland, offering what a Spanish speaker would call nada. But with time some dry, spicy flavors and modest yet clean tropical fruit rise up. The finish turns a bit heavy and oaky, but with a proper chilling, this should go down smoothly. It has the basics in terms of banana and papaya-like fruit. –M.S.",San Andrés,84,,Lontué Valley,,,Michael Schachner,@wineschach,San Pedro 2002 San Andrés Chardonnay (Lontué Valley),Chardonnay,San Pedro
127004,US,"Just one barrel was produced from this nine-acre site in the heart of the AVA. This is picture perfect, refined and textural, with flavors that roll from rose petals to strawberries to Bing cherries. A well-framed touch of oak (noted as neutral, yet detectable) contributes to an elongated finish that begs for the next glass. Still young and compact, this should drink its best from 2018 through 2028.",Lone Madrone Vineyard,93,48.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Elizabeth Chambers 2014 Lone Madrone Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Elizabeth Chambers
99246,US,"A blend of 43% Grenache, 41% Mourvédre and 16% Syrah from two vineyard sites, one warmer than the other, this plummy red is bright on the palate. Smoky and not overly oaked, it contributes gamy twinges of black currant and cardamom to the long finish.",Turbine,88,28.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Anaba 2012 Turbine Red (Sonoma Valley),Rhône-style Red Blend,Anaba
7318,US,"This is a creative if not entirely successful wine; its intense, lavish aromas are followed by a surprisingly rustic wave of fruit that has a spin of austerity to it. One-dimensional and rough around the edges.",,82,13.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Lucas Vineyards 2005 Chardonnay (Finger Lakes),Chardonnay,Lucas Vineyards
42736,US,"Coming from one of the state's top Syrah sites, this wine starts out quite aromatically closed up, with notes of brambly blue fruit and herbs, along with whiffs of orange peel and smoked meat. The flavors, in contrast, pop with electric notes of dark plum and huckleberry and lingering undercurrents of smoked meat and orange rind. Give it some time to open up and it delivers.",Red Willow Vineyard,92,40.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,William Church 2013 Red Willow Vineyard Syrah (Yakima Valley),Syrah,William Church
55105,US,"Blended with 25% Grenache, this is an enjoyable wine with notes of peppery spice and plum. It's all about mouthfeel, light fruit flavors and citrusy acidity.",,85,30.0,Oregon,Southern Oregon,Southern Oregon,Sean P. Sullivan,@wawinereport,Season 2011 Syrah (Southern Oregon),Syrah,Season
92454,Spain,"Fruity is the best way to describe this young wine that shows touches of weight and darkness but mostly simple, fresh, lightly candied berry aromas and flavors. There's crispness and intensity to the palate, while the finish is clean.",Seis,88,16.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Paco Garcia 2011 Seis  (Rioja),Tempranillo,Paco Garcia
86188,US,"If this bottling is any indication, Picpoul may be Paso Robles' best chance at becoming better known for white wines. Tense chalk, baking soda, pomelo pith and lime skin aromas show on the fresh and compelling nose. The palate is tightly wound and nervy, showing clean, grippy kumquat and citrus rind flavors. That tension holds firm even days after opening.",Apricity,93,28.0,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Four Lanterns 2015 Apricity Picpoul (Paso Robles Willow Creek District),Picpoul,Four Lanterns
54596,Italy,"Here's a simple, no-fuss Prosecco Extra Dry with an interesting herbal component that recalls dried oregano or hay. There's peach and citrus fruit at the back that is carried forward by spicy effervescence. The mouthfeel is thin and tonic.",Extra Dry,84,12.0,Veneto,Prosecco di Conegliano e Valdobbiadene,,,,Terra Serena NV Extra Dry  (Prosecco di Conegliano e Valdobbiadene),Prosecco,Terra Serena
117182,France,"This is a medium-sweet wine, although that is not indicated on the label. Balanced with good acidity and candied fruit, it has a tangy orange-zest aftertaste. Drink this attractive wine now.",Les Fosses d'Hareng,88,18.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Cave des Producteurs de Vouvray 2014 Les Fosses d'Hareng  (Vouvray),Chenin Blanc,Cave des Producteurs de Vouvray
117177,US,"Light and lean on the nose, this 100% Pinot Noir bottling offers a steely minerality and chipped slate along with an underlying strawberry softness on the nose. Light raspberry fruit and a touch of watermelon show on the palate, which is all about brightness and textural tension.",,88,24.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Bernardus 2015 Rosé (Santa Lucia Highlands),Rosé,Bernardus
8174,Moldova,"Straw-colored in the glass, this wine has aromas of white and yellow peach, with flavors of passion fruit and pineapple. It's amazing that it is more than 10 years old. The wine has good mouthfeel and is well balanced with a crisp, clean finish. Drink now or hold for a few years.",Golden Land Dry,87,30.0,Moldova,,,Jeff Jenssen,@worldwineguys,Lion-Gri 2006 Golden Land Dry Chardonnay (Moldova),Chardonnay,Lion-Gri
57530,Spain,"Despite being nine years old, this comes across young and jammy, with foxy aromas of wild berries and animal fur. The palate is blocky, heavily extracted and fully ripe in feel. Flavors of prune and blackberry finish with hard tannins. Drink or hold.",200 Monges Selección Especial Reserva,88,120.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Vínícola Real 2005 200 Monges Selección Especial Reserva  (Rioja),Tempranillo Blend,Bodegas Vínícola Real
6966,Italy,"The nose is rather shy but eventually shows earthy aromas of grilled herb, charcuterie and ground clove. The aromas follow over to the juicy, rather rustic palate along with red cherry and a funky hint of game. It's easy drinking, with loose, somewhat fleeting tannins.",,86,14.0,Veneto,Valpolicella,,Kerin O’Keefe,@kerinokeefe,Tenuta Casaletti 2016  Valpolicella,Red Blend,Tenuta Casaletti
92630,France,"A concentrated wine, showing minerality as well as rich and solid tannins. The red cherry and strawberry fruits are already well integrated into the structure of this dark-hued wine. The name refers to the tufa (limestone and chalk) soil that is typical of much of the central Loire.",Pierre de Tuf,91,29.0,Loire Valley,Chinon,,Roger Voss,@vossroger,Domaine de la Noblaie 2010 Pierre de Tuf  (Chinon),Cabernet Franc,Domaine de la Noblaie
62360,US,"This wine presents an interesting mix of herbal, citrus and stone-fruit components. Lemon pepper and grapefruit, with a touch of Satsuma orange, all stand out. A slick lick of caramel carries on the finish.",Grower Series,90,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Argyle 2015 Grower Series Chardonnay (Willamette Valley),Chardonnay,Argyle
90547,US,"Made from a majority of Cabernet Franc, complemented with a small handful of Merlot, the wine is aged in new French oak half barrels. Tannic and savory in cassis and cranberry, the wine also shows a trace of black tea and tomato leaf. The wine's oak remains extremely pronounced, which suggests some time in cellar, through 2020.",Will Jarvis' Science Project,88,135.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jarvis 2012 Will Jarvis' Science Project Red (Napa Valley),Bordeaux-style Red Blend,Jarvis
111481,Italy,"Baked plum, truffle and mocha aromas emerge on this blend of 85% Sangiovese and 15% Merlot. The warm, chewy palate offers ripe black cherry, coffee, vanilla and anise alongside brooding tannins. Drink through 2018.",Curva del Vescovo,88,45.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Poggio Borgoni 2011 Curva del Vescovo  (Chianti Classico),Red Blend,Poggio Borgoni
118956,US,"Arresting and perfumed, this wine displays aromas of stargazer lilies, fire pit, tapenade and smoked meat, displaying exquisite nuance and detail. Flavors are intensely rich yet light in their styling, with a savory and floral finish that continues as long as you care to count. It displays a rare sense of delicacy and intensity that is breathtaking.",Sur Echalas Vineyard,96,115.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Horsepower 2012 Sur Echalas Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Horsepower
4576,Portugal,"This is a typically perfumed Gewürztraminer with the twist of a cool ocean climate. That coolness allows plenty of acidity to come into this dry, fruity wine and adds a floral character. With its crispness, it is bright as well as aromatic. Drink now.",,85,,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2015 Gewurztraminer (Lisboa),Gewürztraminer,Casa Santos Lima
92832,Italy,"Despite the deep crimson color, the nose is surprisingly delicate; showing strawberries and red cherry. Pleasant, easy drinking and well balanced, but not particularly concentrated, this is a wine that will work easily with a wide variety of food without drawing much attention to itself.",,85,10.0,Piedmont,Dolcetto d'Alba,,,,Neirano 2003  Dolcetto d'Alba,Dolcetto,Neirano
104075,US,"Extremely light in color, this top-shelf Sauvignon Blanc from McGinley and Grassini vineyards is compelling on all fronts. Fresh, lively and suave key lime, sliced nectarine and wet sidewalk aromas mark the nose. The palate is tense and nervy, with a grippy texture and energetic acidity that invigorates its crisp citrus and river stone flavors.",D,92,36.0,California,Happy Canyon of Santa Barbara,Central Coast,Matt Kettmann,@mattkettmann,Margerum 2015 D Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Margerum
95681,Argentina,"Dark dense tarry aromas of blackberry and cassis are a touch stewy and flat. This feels wide and grabby, with grapy flavors of blackberry and plum. A jammy feeling finish with berry flavors has a dark and toasty side to it.",Trumpeter,87,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Rutini 2015 Trumpeter Malbec (Mendoza),Malbec,Rutini
47775,Spain,"Initially it's rugged, but airing reveals black-cherry aromas and dry spice. The palate is crisp and a little sheer by itself, but the call here is that with food it'll be a winner. Flavors of red fruits are dry and collected, while the finish blends in coffee, spice and a touch of herbal Navarran panache.",Crianza,87,15.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Marco Real 2006 Crianza Tempranillo-Cabernet Sauvignon (Navarra),Tempranillo-Cabernet Sauvignon,Marco Real
50714,Italy,"Classic Nebbiolo aromas of wild berry, aromatic herb, tilled soil and a balsamic note slowly emerge on this structured red. The focused, full-bodied palate offers wild cherry, crushed raspberry, cinnamon, white pepper, anise and mint alongside assertive tannins and bright acidity. It needs to come together but already boasts finesse and complexity. Drink 2019–2031.",,93,40.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Piazzo Armando 2011  Barolo,Nebbiolo,Piazzo Armando
110539,US,"Half Cabernet Sauvignon, and a quarter each of Cabernet Franc and Merlot, this wine is a smoky blend that's gamy and feral, while also pretty on the nose in violet and bramble. Red currant and red cherry fill out the midpalate with tart fruit.",Proprietary,90,45.0,California,Napa Valley,Napa,Virginie Boone,@vboone,29 & Oak Wines 2013 Proprietary Red (Napa Valley),Bordeaux-style Red Blend,29 & Oak Wines
15676,US,"A fascinating wine, it was processed in a carbonic fashion, in which the juice is allowed to ferment inside the mostly intact grape skins, much like what's done in Beaujolais. The result is a transparent, ruby red wine that offers scents of a dust storm mixed with crushed rock and chile pepper herbaciousness. It's warm and soft on the mouth with a presence that suggests something between peppercorns and bell peppers.",Carbonic,92,24.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Alta Maria 2013 Carbonic Pinot Noir (Santa Maria Valley),Pinot Noir,Alta Maria
76281,Spain,"Only 100 cases of this vintage-designated oloroso were made, and now it smells mature, nutty and oily. A full, elegant palate shows the right weight and acidic cut, while salty flavors of peanut and caramel finish long, nutty and a touch hot due to 22% abv.",Oloroso Single Vintage Single Vineyard,92,155.0,Andalucia,Jerez,,Michael Schachner,@wineschach,Bodegas Hidalgo 1986 Oloroso Single Vintage Single Vineyard Sherry (Jerez),Sherry,Bodegas Hidalgo
36251,US,"An eminently drinkable blend of 50% Marsanne and 50% Grenache Blanc, this shows a delicate honey aroma on the nose, along with apricot-filled brioche and sweetly cooked chanterelle mushrooms. It's very light and restrained on the palate. Nectarine flesh, yellow peaches and dried mango gain structure and depth from a lime peel tartness and chalky minerality.",Aporia,92,28.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,II Moons 2012 Aporia White (Paso Robles),Rhône-style White Blend,II Moons
63222,Argentina,"Gorgeous balsam wood and graphite aromas blend seamlessly with ripe berry and black coffee scents. It feels lively yet cushioned, tasting like a wicked brew of maple, tobacco, berry pie and fine wood shavings. This is smooth, long and comfortable on the tobacco- and resin-flavored finish. Drink now–2018.",Finca Suarez Lastra Single Vineyard,93,50.0,Mendoza Province,La Consulta,,Michael Schachner,@wineschach,Trapiche 2009 Finca Suarez Lastra Single Vineyard Malbec (La Consulta),Malbec,Trapiche
88234,Spain,"Gritty, muscular aromas of charred, smoky black fruits and asphalt give way to a medium-full palate with good acidity. Saucy, savory berry and plum flavors finish with notes of herbs and tobacco. For Rioja crianza, this is more than satisfying.",Crianza,89,15.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Ontañón 2011 Crianza  (Rioja),Tempranillo-Garnacha,Bodegas Ontañón
11334,Austria,"Fleshy cherry fruit becomes immediately apparent, while on the palate the fruit acquires a spicy edge of appetizing white pepper. This is lip-smackingly fresh, even tart, but in a very appetizing, bracing way that will mellow with another year or two in bottle. The fruit is crunchy and juicy, the tannins are ripe and fine and wood smoke hovers deliciously.",Kirchholz Alte Reben,93,37.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Weninger 2013 Kirchholz Alte Reben Blaufränkisch (Burgenland),Blaufränkisch,Weninger
83388,France,"Intensely perfumed and very spicy, with a core of dryness in the richness. The wine feels weighty, with some pepper, honey and sweet fruits; very full in the mouth.",Réserve,87,22.0,Alsace,Alsace,,Roger Voss,@vossroger,Lucien Albrecht 2009 Réserve Gewurztraminer (Alsace),Gewürztraminer,Lucien Albrecht
98617,Italy,"Aromas of medicinal herb carry over to the slightly sweet, rather simple palate along with ripe peach, green apple, candied orange peel and a confectionary note. Fresh acidity lifts the finish.",Extra Dry,86,18.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Kerin O’Keefe,@kerinokeefe,Baldi NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Baldi
60272,Italy,"This 100% Syrah is aged 24 months in barrique and consequently opens with a solid wall of new wood that will require at least five years to integrate, but soft cherry nuances and delicate mineral shadings promise good things to those who wait.",Banditone,90,55.0,Tuscany,Sant'Antimo,,,,Máté 2005 Banditone Syrah (Sant'Antimo),Syrah,Máté
23707,US,"Light in color, aromas of barrel spice, herb and red fruit rise up from the glass. The palate packs a mouthful of red-fruit flavors, with the tannins showing a bit of astringency.",,87,26.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Maryhill 2014 Sangiovese (Columbia Valley (WA)),Sangiovese,Maryhill
38074,US,"Dense, dark and lush, an extracted wine made from very ripe grapes that brim with dark berry and black stone fruit flavors. Big in the mouth, with dense, creamy tannins. Has the exuberance of youth, and best to lay away for a few years to develop further complexity.",,89,38.0,California,Napa Valley,Napa,,,Grgich Hills 1999 Merlot (Napa Valley),Merlot,Grgich Hills
34583,Austria,"A restrained nose softly hints at tart berry and citrus. The palate is fresh but less precise when it comes to fruit: the body is light, dry and fresh, with a lasting note of citrus zestiness. With a clean finish and a tiny hint of grip, it's a wonderful rosé for the table.",Vom Kalk,90,15.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Markus Altenburger 2016 Vom Kalk Rosé (Burgenland),Rosé,Markus Altenburger
110525,US,"A moderate level of earthiness is found in this approachable wine, which is friendly and rounded in baked cherry, plum, cola and velvety smooth layers of texture. It pleases for its brisk acidity and integrated oak.",Estate,90,43.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Thomas George 2014 Estate Pinot Noir (Russian River Valley),Pinot Noir,Thomas George
40597,France,"Ripe and fruity, it shows both good acidity and attractive tannins. It has weight, red cherry flavors and a structure that supports the fruitiness. It's delicious but needs more time. Drink from  2017.",Le Village,90,,Burgundy,Savigny-lès-Beaune,,Roger Voss,@vossroger,Henri de Villamont 2011 Le Village  (Savigny-lès-Beaune),Pinot Noir,Henri de Villamont
22449,France,"Better known for its red wines, Ladoix's whites are a rarity. This wine is made from fruit sourced from vines that are close to the Corton hill. It is steely, minerally and crisp, with a wood-influenced character. With its structure, this needs at least three years of aging.",Le Clou d'Orge,89,45.0,Burgundy,Ladoix,,Roger Voss,@vossroger,Louis Jadot 2010 Le Clou d'Orge  (Ladoix),Chardonnay,Louis Jadot
83753,France,"A firmly structured wine, with dark, ripe tannins. The black plum and berry fruits add juiciness, while the wine also has touches of spice and a full rich texture.",Les Moriers Vieilles Vignes,91,,Beaujolais,Fleurie,,Roger Voss,@vossroger,Lucien Lardy 2009 Les Moriers Vieilles Vignes  (Fleurie),Gamay,Lucien Lardy
35523,Italy,"This opens with earthy aromas of mature plum, underbrush, scorched soil and a funky whiff of game. On the round straightforward palate, a note of ground pepper adds depth to a core of dried black cherry.",Ursonia,87,33.0,Central Italy,Montepulciano d'Abruzzo,,Kerin O’Keefe,@kerinokeefe,Il Feuduccio Di S. Maria D'Orni 2010 Ursonia  (Montepulciano d'Abruzzo),Montepulciano,Il Feuduccio Di S. Maria D'Orni
100667,US,"This 100% varietal wine sourced primarily from Oakville Ranch Vineyard is exuberant with rich, round red fruit and earthy sage notes. Bright and lively, with underlying grip, it offers further full-bodied flavors of vanilla, dark chocolate and tobacco as it opens.",,92,69.0,California,Oakville,Napa,Virginie Boone,@vboone,Sojourn 2014 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Sojourn
99164,France,An everyday sparkler with a nice toasted nuttiness mingling with solid and persistent baked green apple and citrus pith flavors. The mouth is creamy with fine carbonation and medium acidity. Drink now.,Cuvée Stéphi Ebullience,86,18.0,Languedoc-Roussillon,Crémant de Limoux,,Lauren Buzzeo,@laurbuzz,Bourgeois Family NV Cuvée Stéphi Ebullience Sparkling (Crémant de Limoux),Sparkling Blend,Bourgeois Family
42063,France,"Here's a wood-aged wine, with peach and pineapple flavors and a rich, round mouthfeel. It has a lighter side, with ample, crisp acidity and the poise of the white wines of 2012. You could drink it now, but better to wait until 2014.",,88,,Bordeaux,Graves,,Roger Voss,@vossroger,Château Haut Selve 2012  Graves,Bordeaux-style White Blend,Château Haut Selve
94099,US,"The 2008 Crannell leans to the herbaceous side of Oregon Pinot Noir, relatively low in listed alcohol (13%). Cranberry is the dominant fruit flavor, along with fresh herbs and whiffs of tomato leaf.",Crannell,88,35.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Amity Vineyards 2008 Crannell Pinot Noir (Willamette Valley),Pinot Noir,Amity Vineyards
37668,US,"A sweet, supple, seductive Pinot that flirts with your palate. A bold display of ripe, sweet cherry fruit, followed by a flash of mint, a whiff of licorice, a streak of stone and a warm finish that suggests cola and sassafras. It gathers strength as it sits in the mouth, finishing with a flourish.",The Kilmore,92,42.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Owen Roe 2006 The Kilmore Pinot Noir,Pinot Noir,Owen Roe
106839,France,"This is a blend of the best barrels from the five Mercurey Premier Crus owned by the Devillard family. First produced in the 2010 vintage, the wine is now made in most vintages. It is a rich wine, bringing out the pure red fruitiness of a Mercurey and its beautifully integrated structure. It is concentrated and very dense, packed with vanilla, mint and dark coffee flavors as well as the fruit. Age this wine, at least until 2020.",Château de Chamirey Les Cinq,94,95.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Domaines Devillard 2014 Château de Chamirey Les Cinq  (Mercurey),Pinot Noir,Domaines Devillard
77099,Chile,"Dark in color and extracted on the nose, with prune, cassis and chocolate aromas, this Carmenère-led blend feels full and plush, not tannic and rough. Blackberry, balsamic notes and spice flavors finish long, ripe and spicy. Drink this meaty wine through 2023.",LaCruz,93,56.0,Colchagua Valley,,,Michael Schachner,@wineschach,Estampa 2012 LaCruz Red (Colchagua Valley),Red Blend,Estampa
10759,US,"A spectacular Pinot that succeeds due to superior structure and complex flavors. With a silky texture, it feels smooth in the mouth, and shows dry, cool-climate flavors of raspberries, cola, oranges and anise, with the most lovely overlay of smoky oak. Beautiful acidity and finely meshed tannins provide the architecture. Drink now–2014.",Michaela's Reserve,94,110.0,California,Sonoma Coast,Sonoma,,,Brogan 2006 Michaela's Reserve Pinot Noir (Sonoma Coast),Pinot Noir,Brogan
27793,US,"Fresh raspberry sorbet aromas meet with an herbal edge of pine oil, eucalyptus leaf, green peppercorn and dark sandalwood on the very compelling nose of this bottling by Edgar Torres. It's extremely lively on the palate, light in body but heavy in acid and tannic structure, with wild thyme, mint and sage decorating the mellow red-fruit flavors.",Rancho Ontiveros,94,46.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Hug 2015 Rancho Ontiveros Pinot Noir (Santa Barbara County),Pinot Noir,Hug
